0600	23.87	54
0700	23.94	58
0800	23.98	62
0900	24.12	64
 100	24.27	66
1100	24.56	67
1200	24.75	69
1300	25.25	72
1400	25.31	76
1500	25.56	78
1600	26.03	80
1700	26.43	81
1800	26.73	85
1900	26.33	81
2000	26.03	78
2100	25.79	77
2200	25.71	73
2300	25.36	70
0000	25.13	68
0100	25.07	66
0200	25.04	63
0300	24.77	61
0400	24.50	60
0500	24.48	58
