0600	23.60	52
0700	23.60	53
0800	24.00	56
0900	24.10	59
 100	24.17	60
1100	24.34	64
1200	24.82	67
1300	24.84	69
1400	24.90	73
1500	25.29	77
1600	25.40	78
1700	25.83	81
1800	26.29	85
1900	25.84	82
2000	25.63	79
2100	25.39	78
2200	24.97	76
2300	24.74	74
0000	24.58	73
0100	24.58	71
0200	24.25	68
0300	24.07	66
0400	23.78	63
0500	23.50	59
