0600	23.45	54
0700	23.47	55
0800	23.53	57
0900	23.87	61
 100	24.09	62
1100	24.37	64
1200	24.43	67
1300	24.90	68
1400	25.40	72
1500	25.88	73
1600	26.37	77
1700	26.77	81
1800	26.92	83
1900	26.67	82
2000	26.52	78
2100	26.08	77
2200	25.83	74
2300	25.72	72
0000	25.57	70
0100	25.38	69
0200	25.25	68
0300	24.91	67
0400	24.52	64
0500	24.23	63
